"April 14, 2021 at 09:20PM",Evening Walk,Walk,2718.1,"34 minutes, 41 seconds",2081,http://www.strava.com/activities/5124832914,
"April 15, 2021 at 09:16AM",Morning Ride,Ride,3789,"16 minutes, 24 seconds",984,http://www.strava.com/activities/5128534049,https://maps.googleapis.com/maps/api/staticmap?size=400x400&path=weight:3%7Ccolor:0xFC4C02FF%7Cenc:%7CeueF%7Bk%7BsZCCA%7B@PyADiA%60@%5Eb@PpBNbABBAR@JBRZDR?VSlEMfBGxA]pFi@tGG~BBt@Ct@WtDKlCMnADTK%7C@ObDCRIDAHBd@GrA@R[fEY~FKrAQhFa@lFEJATGNAj@E%5CBRETI?IPMhAGnBKpAK%7CCUzBObCQ%60BA%5CB%5CC%7CBSdCM%7CBUBw@EMDIF?FFHCn@NZ%5CDNLDFaAzKCn@OxBK%5E%7D@xAw@t@_@f@EVa@p@e@hAs@vAo@dAOHm@fAMNsBjBsAdAiAr@m@TCJFrAHn@Nt@b@zAT%5CLJpBvAh@h@%60@h@PHRI%7C@k@x@w@DKCMGCADIOJYDADFCBKCNc@@QGGE?E@KCGQR_@
"April 15, 2021 at 11:25AM",Lunch Ride,Ride,3313.8,"12 minutes, 45 seconds",765,http://www.strava.com/activities/5128910823,https://maps.googleapis.com/maps/api/staticmap?size=400x400&path=weight:3%7Ccolor:0xFC4C02FF%7Cenc:rsteFihusZU?FVHFfAw@FCD@TOlDuEbDuETa@AMSYmDoEy@wAaAmAMUI]?KBQLa@d@%7B@dA%7DAb@iBL%7D@XaE@y@GOLkAFqA?KCMKCEE?w@GSGI?C?CH@p@FJCBIJ_@LaBR_ANiB@cDFgBJcB?e@FiBR%7BB%5CeCJoARmCN_D%5CeELeD?D@q@%5CmF%60@gHD[?_CTsENoB?DAg@?]L%7BAHoBRkCd@_EZqEb@uH%5CcF@]CIUSOAo@@i@CU?KF_Ce@SCI?EAGGDU%5C@NYNGCA
"April 16, 2021 at 10:34AM",Morning Ride,Ride,3634.4,"14 minutes, 10 seconds",850,http://www.strava.com/activities/5134260349,https://maps.googleapis.com/maps/api/staticmap?size=400x400&path=weight:3%7Ccolor:0xFC4C02FF%7Cenc:%7CeueF%7Dk%7BsZTIKOG@GJHo@Ha@?m@GcA@OFCp@ZpEl@%5ELBF?GBADJEB?FLdGIvBK%7C@GhDc@rISpBGZMTAt@OpCM%60Eg@nGMtBKjACBBb@ARU%7CBKxCSlBOpBIjGOxAOzBKh@ItAAA?%5CWp@Kh@?r@Bf@C%7CEA%5C]tCYjEGfHOlBGb@a@?I@EF?LJJALCLKR@BSPNFHP?FITMrAEnAWvD]~DKr@MX_@%5Ee@z@sAzAI%5CORKRu@vB[j@Y%5EDHs@p@qA%60Bu@v@_Az@_At@cB%60ASVCNBZHl@d@rBNf@X%5CzApAdBhBNBNEj@UdAu@FKCQ
"April 17, 2021 at 09:19AM",Morning Ride,Ride,10683.1,"38 minutes, 54 seconds",2334,http://www.strava.com/activities/5139141387,https://maps.googleapis.com/maps/api/staticmap?size=400x400&path=weight:3%7Ccolor:0xFC4C02FF%7Cenc:xeueFwk%7BsZB_ALeBF]HUD?nA%60@zARhAJl@RLNA%5EYbCOpBMtB@%5Ce@xEa@tFMvEAtBo@vKObEObCIvCW%60CUpFGn@Cn@@?@G@Z]bF?z@W%60DGzA_@xAMl@?pAJ%60AA~@FT@PMhAGJIh@a@fAKb@Kn@OzAMjBBx@At@i@zHIFy@M[?GHLZCl@AFGBcACwAMu@CgAMcDQwBSU?cBKu@GkFY]GKGcACSD%7B@KeCMkAAaAKgBMoAOg@Ee@?K@%7DBKsGo@MAD@E@_AEi@?eCMyFc@iAEkJo@gBO_BImD_@y@?wBMIFSK]_@WOg@O%7B@KeCSiBWsAKcAOoAG_BSuAKoDc@m@AmAGi@@s@Oy@EgAU%7B@KcAQy@GcAEaGo@m@AGN[MW?_@OmAIiCWgDSo@KU@WKeAUs@GyAG%7BAOi@?w@QyCWsDg@QA_@BgCOeFy@_Hm@cGy@%7BCWaAAiBW%7D@K%7BDUaAOkD_@cAGm@AODCJAj@Ip@ItDIt@IN[?_AQGGYA%7D@KQSGO?YDBDHIZAHBBNDVAfAH@B%60@Bz@LLFLJd@J%5E@h@H%60AF~AR%5C?hAVtCZVJPRTFCC?HQDc@VOBEKJKNGn@OPC%60AJ%60@HG?EL@j@Cj@Eh@G%5EJb@?%60Ai@%7CHSrDQzBOxCAt@_@~FQ%60EiAvPe@fIc@dFIRU@u@Ue@MsC[aDUqCa@MBMEy@MGM_@@QFG?%7B@IIISCu@AmAIEFUKk@IgBOuC_@K@EDELCpBEz@CPIFDTA~@K~AERKBUCm@OIBWIw@MGBIAw@SaBUqAKIEAK?KBA
"April 17, 2021 at 04:08PM",Afternoon Ride,Ride,3266.4,"14 minutes, 28 seconds",868,http://www.strava.com/activities/5139799521,https://maps.googleapis.com/maps/api/staticmap?size=400x400&path=weight:3%7Ccolor:0xFC4C02FF%7Cenc:psteFghusZA@@B?CCDR%5CD@ABFAXO~AgCtBkCBGDSPc@fAoAtAmBJEE[Yc@iCyCg@u@Ma@k@u@KGq@oAEOIQ?QBULWv@_AFODOZW@Of@oAReADc@DgBJqA@%7BBLyBAWUYB[AM@ADDD?l@CJCLIFM@gAD_BTcCJ%7DB?wCBq@?QEMBi@BOLi@JiAZ%7DAZgATgDPkADqDVeGFsBAKH_Ax@%7BN@K?%7BADqAHgBt@oKJ%7BCDk@Ci@DiAb@gEl@uHLkB?@?@@iARyCASEIWGcDWuB[CCEIFUBH
"April 19, 2021 at 08:14AM",Morning Ride,Ride,3649.3,"11 minutes, 30 seconds",690,http://www.strava.com/activities/5152054976,https://maps.googleapis.com/maps/api/staticmap?size=400x400&path=weight:3%7Ccolor:0xFC4C02FF%7Cenc:xeueFcl%7BsZOGFU?JVgCJc@FGp@Fx@RnAHfAJZJHFT%5E@LE%60Ae@hEMl@IdAUlEk@tHWhHMhCc@rLs@%7CLOfD@%5EMvAGb@C?BJCXAtBKhBCl@OnA_@%60Fk@xBUfEEbBg@dDc@pFAJP%7CCWrCKnBGLO@e@ASBUK?@A%5CF%5EZ%5CPDFNPNDJ@h@QxBc@%60EIhASfBOv@%7B@%60B%7DA%60BCPu@hBS%5Eo@bAERsBjC%7BA~Ai@d@u@f@CFwBnAIJCJEt@?%5EJr@VnANd@P%60@TZLJ~B%7CAv@p@JB%5EE%5EQp@i@VYBMMM
"April 21, 2021 at 08:24AM",Morning Ride,Ride,3644.4,"13 minutes, 47 seconds",827,http://www.strava.com/activities/5163409906,https://maps.googleapis.com/maps/api/staticmap?size=400x400&path=weight:3%7Ccolor:0xFC4C02FF%7Cenc:%7CeueF%7Bk%7BsZECF@VSV%7DDB?@DZTz@NvBLv@@VCDB@DGA?XIxAUhBGfASdBSzCa@nEUtCIlBG%60HMnBQ%7CAInB@r@En@JNO%5CShECpBc@nFIpBQjCEXIjAOzCA~AUpEEb@a@~@[z@C%5CC%7CBMfDg@vEY~DItEQfC@hAADs@D[JGJ@RG@ADB%5ENPNJRTDF?Tu@hJWlEO%60@u@hA%7BA%60B@JAPWl@]p@aA%7CAaClD%7B@~@k@h@%7D@n@gAn@gAr@EFGT?ZFl@Lv@d@~AP%60@VZtBxAtApAPHPAZIVOh@c@JQFQ?KKI
"April 23, 2021 at 10:04AM",Morning Ride,Ride,3711.1,"14 minutes, 1 second",841,http://www.strava.com/activities/5175268858,https://maps.googleapis.com/maps/api/staticmap?size=400x400&path=weight:3%7Ccolor:0xFC4C02FF%7Cenc:zeueFil%7BsZCDCWFg@Dm@?m@Ds@?QFATRRLb@H%5EBNFnBPl@??EB@JNHX?Na@%60GMjDCK_@%7CGUlDSzEAfAU%7CCm@pNMpBGh@@?@EOdCIdCOzBEhAIbACnBYfELIUpAWhDId@IL@TBF?NSt@MRUhABf@O%60CIrBMx@I%7C@a@dG?PDl@?%5EC%5EKj@GpAMpAEtBCFC@]?WKQAKJCJ@FPRIf@HJh@FBH@LQbCC~@In@i@vIENe@h@[h@uAdBEJ?XKPEBIVML_@v@GVKLE?_BrC_@d@_A%7C@W%5CeA~@oBpAiAl@EVLfBJp@Pt@Vv@VZ%5ERz@x@%7C@p@j@p@FDn@GPGv@o@LCXa@CKQKCMG?CE
"April 24, 2021 at 12:32PM",Lunch Ride,Ride,3488.1,"12 minutes, 10 seconds",730,http://www.strava.com/activities/5180810708,https://maps.googleapis.com/maps/api/staticmap?size=400x400&path=weight:3%7Ccolor:0xFC4C02FF%7Cenc:~rteF%7DfusZ?CADBCF@HHALQP]Fe@XO@WFI?IFKAKKWe@WWi@c@KAWS%7D@y@]_AU%7B@Kq@OwAFU%60@e@dAw@h@YvBwBd@_@f@i@bAwALW%7C@oAVm@JOXo@T[?AGC?KEWFODIPOnA_BR]HS?WHUHu@Cc@BqAR_BRwEFi@?e@CMUCGE@EPBAa@MW?CBAr@DF@DFPCPc@Nw@ZOHIBGCc@?i@Ig@?WEEAk@OyCCICANeAN_DFy@PmAHgADCD%7DADm@?Op@aG?aALuADyANwCD_BRsBVuGTsCBeAZaDBmBH%7B@FsBNkBV%7BGJo@HcAJcBDeALcB@i@J%7BAHk@R%7DEHCCm@PmCAMEKIE%7BBMSEM?WMa@G%7D@GEQDUAIFF?V
"April 25, 2021 at 07:40AM",Morning Ride,Ride,9545.5,"31 minutes, 54 seconds",1914,http://www.strava.com/activities/5186501611,https://maps.googleapis.com/maps/api/staticmap?size=400x400&path=weight:3%7Ccolor:0xFC4C02FF%7Cenc:~dueFil%7BsZPBFCCC?WHoAP_A@WBENLv@X%60@DdABhAJj@?D@DHB%5Ci@nGIjB?l@Ij@YbEEbAOdBU%60GAnBStDWpC@l@MjA?p@E%5ECxAEj@D%5CKXC%60@@LKbBBJERILCdAKtAIhCOtBE~AKxACr@RHQf@Kh@QfDOdBGXBCALI%5ESZOr@KpCIp@GdAOnAUxAGpA?r@K%7CAEbADfAa@%60FB%60AAh@ERCDO?%7B@OI?EBEZBLHBBHCd@MHeAGeAMGH_ASw@I_Ji@oAOkIg@u@IK?CBBBK@O?oAS_DUa@GS@qAMcDMgAKcCI%7BAMSEi@C%7DAOq@A%7D@KeDK_DYa@?w@KmDMmAKs@OmAGa@EiBGeDUaBGU?A@eBIaAMc@[o@_@IAeF_@cAUa@C%7BAS_Gc@yB[kBMk@I_@@iDYgC_@yBWw@Eu@KeEUiBYkE]kFi@CIm@GiAUsCWgAGYG_BMI@QEKIc@@o@IoCWiAIw@AgFa@sAQqDo@sAMs@OsAMqBQU?iCQ%7D@Is@Me@@B?g@EK?YG]Cg@AyEk@[?uAI%7BEi@wBOeCWSAAJ_@KkFe@kC]KHBZCnAQ%7CDUfEAj@YvGArAGn@?b@Gp@ElAGx@An@SfFKfBGv@ClAs@tNMbBAfAKjAEbASpDStESrCAbAYnE@ZMbCEPMFGAQGg@EOGaBQGKSD%7B@EaD_@AGDMFAF@PH@AAC
"April 25, 2021 at 09:47AM",Morning Ride,Ride,7827.3,"25 minutes, 54 seconds",1554,http://www.strava.com/activities/5186811985,https://maps.googleapis.com/maps/api/staticmap?size=400x400&path=weight:3%7Ccolor:0xFC4C02FF%7Cenc:b%60keFkeusZWf@P_@?FU%60@@C?OAFFHJBBBPCNGlANjE%5ErARL?FS@%7D@FqA?k@XsEl@gMH%7D@N_EDo@j@sLHoCNsCBmAHsAB%7D@PsCL_DLmADmC%5CuG@]NcC?_ARaDLaEFELSNA%5EHV@hC%5CfBPzAVlAHhCVj@DdBTpEd@nAPhCR%7CBVF?C?lAJpAP%60@BnALj@BdCTbANzALpARzBRdHx@nBNzGn@b@HNJv@H%7CBN%7CGl@rEf@bEXnAPhGp@n@BtD%5CdADxANT@b@FX@b@HnBNt@J~D%5EjF%60@bMnA?C%5CIx@B%5CFNHxAJNA@ECAC@EN?%5CEl@BZDJNRz@%7C@v@p@~@r@tBfB~@j@BFE%5E?d@NjAPZDN@?IM]aCC]BKDCLAHDnBv@zAd@jB%5C~@JbCNvD%60@%60@@jAJ%5CCZID?NHHJCh@HEG%60@?d@X%60DXbBXx@%5Ev@l@bAPN%5EH%60@%5CXh@Jb@F%5CJVZZ%60@PHHd@%7C@PRh@%5ErAn@r@XH@XPLNDNCdADlBRz@%60@fAR~@FHF@b@Kj@E%60AFdA@b@AzAKt@Fj@NfC%60AVPTF%5CDl@?FJJd@NXx@r@dAt@h@d@n@z@P?h@IHBLIZ]ZMLWDMEQBECYBOGQ@CHA?G
"April 25, 2021 at 11:55AM",Lunch Ride,Ride,8018.8,"26 minutes, 41 seconds",1601,http://www.strava.com/activities/5187076229,https://maps.googleapis.com/maps/api/staticmap?size=400x400&path=weight:3%7Ccolor:0xFC4C02FF%7Cenc:zsteF_jusZBTCTGP@VCDCi@EF@FEZ@DJHJCRFDMNQTk@l@_A%7CA%7BBj@s@HSB[~BuCb@c@LO@OsDaFiByCqA_B%7B@qAQQo@_AoAcB%7B@yAECg@uAGUe@wC_@eEGiBGC_@BYGeCUqFQq@E?CODO?iAQw@KaF_@sCQc@Ac@GqCQ%7B@Cc@@WCy@?%7D@M_BIeBQmCOg@I_BEcCUuAGyACsBYeAII@YGgAEU@%7BAI_@?a@Gk@AYE_@?CAAC@BABq@Ey@Ms@G%7B@k@UKWSYMKAcBQ%7B@?uEk@A?@@o@C_Eg@_A@%7B@AaBOaAGmBUGEB@a@AsAK%7BDq@kF_@gAMk@KmAIeBQ_@K[EK?B@?BI?wBYsAKmC[%7D@EiAMWIsD_@e@Is@CaBQ%7B@Ga@@aBUkAKc@IeBQcDc@kDUeFe@iC]q@EiASuACyAKuC_@q@CgCWq@EgBWiBQgACo@@s@GyA[mC_@iASUAoBQaACe@G_BMCJBjBMzCCdAObEIT@bAEnBOrDIz@?j@Gx@Al@I~@CdAGr@UdGGt@_@pIS%60DAdAEd@At@KtAQhEKhAOnEi@tICvAWbFKLI@mBW%7D@EgBSg@McBOEAGUAC?AJADB
"April 26, 2021 at 09:16AM",Morning Ride,Ride,7836.2,"29 minutes, 27 seconds",1767,http://www.strava.com/activities/5193542370,https://maps.googleapis.com/maps/api/staticmap?size=400x400&path=weight:3%7Ccolor:0xFC4C02FF%7Cenc:f%60keF%7BdusZAIEPBCCGEBETBD%60CZX?FE?FS@%7D@UEC%7D@MQE?WDIJ@IBCRDLFBbGp@nBNd@HHSBsAFs@LsDLcBVqG%5CuF@m@HmA@m@LoDf@gLV%7BDJeEJmBJ%7D@DqA?_@NoBFiA?o@TaDPoFReDV%7DGB_@HWNGtJvAdCRjAN%7CAJnAPdAD%7CAXx@JxCPvD%5E@?EEdBLhAP%60@Dj@LpBV%7CAHv@LfBHv@Pl@?VDdC%5El@@lBLvC%5CT@%60CZdCNh@FlARbD%5CrAFx@FfAPfBR%5EHfCNl@Hf@@CLA?BCb@@TBhAF%7C@PdBP%60BHzD%5CfCZdDR@CVLh@@%5EFh@LTJrBHvANpCRhBTJ?LB%5E?l@DhC%5C~AHjAN%5E@PBr@?h@GZ?pCZFLCF?R?r@BLR%60@p@t@ZVj@j@l@d@dB~A%60B%60A%60Bt@t@Nj@PtAXlBZlBPl@@pGh@R?n@MFDLP?~@Bb@RjAAHNhAPdAFf@H%5CHVh@jA%60@p@PLj@VZZLR%5EvAV%60@h@XFHd@bAJH%60@PdBbAl@TB?ACFHPDXXAT?z@@nAB%5EHZl@zA%60@rAnAKz@Bp@Hn@B%5ECZKX@p@C%60@DtAb@hClAd@F%5ECHFLh@LXPTfChBVVf@l@NDPCd@KXOHMPKRSR_@D@GDG?MEGK?GHYDCLAFGMH
"April 26, 2021 at 01:18PM",Afternoon Ride,Ride,3493.9,"13 minutes, 43 seconds",823,http://www.strava.com/activities/5193906594,https://maps.googleapis.com/maps/api/staticmap?size=400x400&path=weight:3%7Ccolor:0xFC4C02FF%7Cenc:hsteFahusZ@J?AEBNPAF]b@[H_@TG@GCUFUBMCc@i@WIKI_AcAeAs@OQe@mAMq@Im@IyA@KRGjAg@rByAxBqBx@aArAuBj@cAf@iAZe@@IGW?Kv@kA%5E]h@%7D@Jk@JWH[B[@eBHgAFgCTiECKK@WQFBAA@_@EM?G@CJCv@FHKVCHMDSA[Ba@P%7D@Eq@BsAFm@EcDLkB?%7D@RoBP%7D@LoAJm@ZkFLo@CDCABEPgDN_BCQF%7DALiAAq@Dq@b@uHA@B?@oAH%7B@R%7BC?q@Bk@n@_KLcFL_C%5EeERmCXyELsCB_@DoAXiDAYQOa@AiBUKDI?cBa@Q@EGDWFQFAYV
"April 26, 2021 at 03:45PM",Afternoon Ride,Ride,9496.3,"30 minutes, 57 seconds",1857,http://www.strava.com/activities/5194175710,https://maps.googleapis.com/maps/api/staticmap?size=400x400&path=weight:3%7Ccolor:0xFC4C02FF%7Cenc:zdueF_m%7BsZHBLs@PmA@c@EODKJ?JLp@Pv@HHJhABpANB@E@?@LBDN@z@a@jFGnB@CCn@CLMjCQxBE%60BUfDIlBA%7C@UbDKvCSzCCvAWnEIr@?%5EUhDMvCKbAAt@BXMdAOtDIpAG%60BM~@MtCKx@[z@SbAAv@OrBOrCSvAWhEGpA@tAQvAE%60BEh@AbBIX_AKUBGX@HDFDB?E?PC%60@IHk@IKFKKm@KqDGyBMoCQCAAADC_BGyLw@wAIa@?eBQm@Ec@GcDMk@GcCMgAKeAC%7B@KwDUmGUu@KyDYyAGIDq@Mk@C_BQsAI%7B@Cs@GsDQ_BI]I_@CeCKi@Q[Wk@YoBM%7DFk@gAGGFWIQAGGkAKo@Qm@?oC[uJs@qDe@uAOu@AiAKY@o@GwEo@u@CgDYg@Qc@Gk@?%7DAQ]AqIaAqDWsCa@aAK_AIa@?%7B@IDCOAeBKoCUuHgAmDSsBUcAGyAS%7D@Ek@IuAMsBWY?%7D@MuAKe@IgAKo@A%7B@OiD_@sCWm@KgCQm@Kc@AuC[GBCHBV@v@i@hJElBUrEExBIbAIjCK~@AbAi@~JUpFIjBGn@IrBS%7CDEvAIx@AdAi@hKKhACx@?%5C_@bIEVGJCHAh@KLKBc@SoBOm@Ku@GsAS%7B@CWQDMHCBEF@
"April 27, 2021 at 09:21AM",Morning Ride,Ride,7568.3,"26 minutes, 48 seconds",1608,http://www.strava.com/activities/5198701279,https://maps.googleapis.com/maps/api/staticmap?size=400x400&path=weight:3%7Ccolor:0xFC4C02FF%7Cenc:t_keFceusZCPFJbARJ@HCH?d@H%5E?rBVbBHXHH?DGA?DK@oAHyBn@kKAWBi@Aa@D%7DAHyAF[Z_GBwAr@%7BOLoAVaHPuBDqBPgC@eA%60@yH?u@NeBNaDJmC?m@DU@m@BQJKVC%5EJj@Hj@H%5E@tAVtAJ~BZx@Dj@JpDPvBXl@L%60AFpFb@jARbAJbC%5EvAFl@Dt@LT@HAtAJ%5EHl@FfBNjATtALj@NtAHh@J~@Hv@Br@LlAB%7CAXlAPn@DtAVx@HbI%60@l@NhABtAPTF~@JR?bAPD?BGAC%5CBp@HnAR%60BNNBDFFBr@H%7CAHl@HrCTzARpAFd@HNAHEZ??FBKlAPpAXT?%5EFf@DxAXj@@r@Fr@B%7CBZpCL%60APh@DjBDZFPFlANf@AD@PId@Er@B%5CHE@HAZBJAb@BIBACAF?zADPPb@rArApBbBhAjAv@b@v@Zp@%5Cx@Z%60@Jp@N%5ELf@Jx@J%60CTrF%5Cd@Fd@Db@@n@GPJIl@JBDFNtANd@LbADPDFDdAZpAf@rAb@t@NNn@TXTR%5CHTFb@LZZb@l@XDFL%5CRXx@h@dB%60AJJLDH?BBDXVPBHBdAJ%60BF%5Cz@fC%5CNV@VJP@h@?d@F%7C@@f@Gz@CPGf@Dp@NTFt@%5EfA%5Ep@%5CbADDFZt@LRrB~AvAzAHFHB%5EGXKf@]NOE@NKRYBK@MNMBJQWDO
"April 27, 2021 at 04:29PM",Afternoon Ride,Ride,8016.5,"29 minutes, 12 seconds",1752,http://www.strava.com/activities/5199656228,https://maps.googleapis.com/maps/api/staticmap?size=400x400&path=weight:3%7Ccolor:0xFC4C02FF%7Cenc:tsteF_husZa@l@DQD@%60@ZJOJWrAmB@GXYt@eALK%5Co@bBwBZe@h@k@HOVYBG?EMUWYO_@q@cAUWkBcCOa@Q[qAyAkAiByByCcAmAc@u@Ys@Mc@[yB[cBWoBE%7D@?_AEEkAQuBO_FUCHU?SEAKU?cD]U?oAKcCEgBS%7BBMcACuAMoAE_BOo@?YGoDSiAKgBIiE]UG@?QBeAGqCS%7DBKwDW_DUaBGk@Im@ESGgAq@KCUAgB]kBGwBQiAQHK%7BCKuC]aAWYE%7D@?YAgCYMAUFyAGsASc@OUCm@AcEg@%7D@Iq@CwEm@eAGc@?aDe@SAWD]G_AIgBYW?iAQwAMiAUc@CIGGACB@Bc@?C@?BGAc@B[C%7BB]UCUI_@I]?QC]AUCM?cCMgB]qAQk@CaCa@kACu@M_@CMB]CM@y@G_AMi@Ca@EUGcAQS?m@Ec@Ke@C@@GCi@AUBqB]oBUeDSyDk@iACaDe@qAM%7D@EeEc@s@CsBUCV@%5CC%7C@Ej@c@dLIvAStFIdAI%60CKfAIhCa@xHi@~M[zEAv@MzBCzAQfD]fFM%7CCAfASpDOhBQJI?UIm@Iy@GwAQ%7BAIyAWMGAG@]DC@HTIHMEA?F@CKEADBE
"April 28, 2021 at 08:14AM",Morning Ride,Ride,7211.8,"26 minutes, 46 seconds",1606,http://www.strava.com/activities/5204474450,https://maps.googleapis.com/maps/api/staticmap?size=400x400&path=weight:3%7Ccolor:0xFC4C02FF%7Cenc:v%60keF%7BdusZCCE@@AA@CC@CKD?DHFNBPJ%5CBb@Jd@BHANDdAJz@Lp@@%5CFR@DEPCN_ETyDHsBd@mHR%7BDHcCHy@@o@XuE@u@VeEBORMZCzBY%5CCZA%60AF%60ATb@R%60BtALP?HQ%7CCDHZLXTLTHVFt@HVtA%5ChAN%60@Bn@JvANzEt@xALZ?AAFK@OFs@BcAFq@?_@KB?t@Ej@BFGAHLP?dALBD?PBVPJXXNb@Pp@h@xAHb@%60@%60Ax@xDL%60@%5C%5E%5ELpAJj@J%60@B~@NvBT~@H%5CHhAJj@HZJDHJCDEHi@PMp@HjAF%60BRjAJZ?nBV%60@?vBT%5CDPHh@AfANjDX%5EH%7C@Hf@@dAPv@BfDX%7C@N%7CANT?NDXA%5EJbABjFj@JA%60BNb@CXBVCFS@%7B@PiD@CN@TJvAV%7C@HzARV@%7C@PfANhAFbEh@%7CCXnBVtB%60@j@@DF@RH@HA%5CO%5C_@lA_ABQPe@V]HSTMp@m@%60Ao@%5E]TYXQ%60@_@dAu@j@WdBi@rBYp@Ar@J%5C?v@PVJLRAEHBGQh@BTCZ@f@t@BT?ZJjAMLa@N%5CpALTVF%7CAJJDRVrBpA%7C@%60@f@H%5CD%5C?%7C@A%60@E%60Ce@%60C[nB]L@f@MHElAYtDi@t@GVJDADK%5CELGVEZCp@?jBJ%5E?~BOT?j@NJFx@Zl@N~@f@l@Jb@@NDZz@JNtA%7C@fA%7C@z@fAPBLIVE%5CSREb@a@BQEGEU@[IUHE@ECj@
"April 28, 2021 at 04:42PM",Afternoon Ride,Ride,9175.6,"34 minutes, 15 seconds",2055,http://www.strava.com/activities/5205798610,https://maps.googleapis.com/maps/api/staticmap?size=400x400&path=weight:3%7Ccolor:0xFC4C02FF%7Cenc:lsteFkhusZEXFJ?TKVi@ZM?e@P_@BUIIOcA%7D@GDGEgBwAOWSs@GG_AAkB_AcAa@_A[[E]@aAL%7B@@k@AaAI_AAMBGFQBQHLAaAJOEQAGBEPg@FYASB_BVG?iATICiAVaC%5EkCh@eC%5Ew@B%7B@Eg@Kg@Og@WsA%7B@SW]SGKQIc@Ak@DOAQOYwAEGIqAEgBCGC?B@?AEE_@D]@QMI?[Wi@Ow@?AA%7D@B]B_C%5C_ATa@PKHs@%60@_@%60@aAr@e@@gB%60@MCI@?BFBA@FCMDKv@KREbAQb@IlAEl@@l@_AjPKzBMlAKrCSlCAJKFCA@CA@BAI%60@MhAMjBEjAc@nFa@%7CGAJMJa@GKEMQUDECq@GQFGAGCGO?IHa@ZiC?eANuCD[LuDd@sFDeB[OgBM_@GKIEYB_@?W@CEPBbAHDb@HzALb@JDF?RIRUvDAFMHWDOAKGa@Au@GaAOuEi@yB[[[IAgDSmBSwCe@y@GE?DBGACI@KDqALqBTgCH%7BCJu@%5EcFLqC?s@FyAH%7D@A]Ij@U%60EELE?OCYMmAU%7D@E_D]oC_@_@Bm@OIAIDYG%7B@GqAMwBOcBSgBKwC_@iBO%7B@OYBwHu@oF_@aBS]ABLEFWPq@AqDg@%7B@GaDe@c@AcAM_@CWGUMSSMUUy@c@wBuAsEi@uAe@m@YUe@U[EBMIOGAsBaBUMWEcBKiEe@[Oa@a@c@]_@?ODOI?TQFKC%7D@g@m@o@MGOCMG[]uAgA]O_@Ki@Ic@?_@BsDl@OBEJ@JOxCCtAGpAk@tI@LWlGYxECnAGh@CpAMfCQdCINS?iCYkAS%7DCQ]KGUBIFDD?JKEF@FDIACBC?QCABC
"April 30, 2021 at 09:39AM",Morning Ride,Ride,7529.2,"22 minutes, 55 seconds",1375,http://www.strava.com/activities/5215667285,https://maps.googleapis.com/maps/api/staticmap?size=400x400&path=weight:3%7Ccolor:0xFC4C02FF%7Cenc:v%60keFceusZMESV@JHB%60@@fBPLD%60BJnANp@@%5EBDAFQVoDLmDToDP%7BEL_CFs@@k@Dw@TkDLwCBiCJeB@eAToD%5CwIL%7DA@gAFgAAMDOCGFSDs@%5EqI@aA%60@gHNiEDs@HWHGVBx@NdCXnFf@hAF~@LfAHbFp@~AJlC%5C~BNdKpArFd@bC%5CfAFj@J%7CBVj@BpANdCRtBVxBR%7CAPpATrKv@vFr@~@AKCv@LpBPt@Bj@JvFf@t@J~Ej@dADl@JzALxARrD%5EpAJb@?j@DTDvBNtD%60@rADzBXv@@j@C%5E@j@F%60@BDTG%5C@j@BJ%5CAPBPHfDjDfB%60BZTbB%7C@lBt@~@Xj@NzB%5CnAJrFZjCTf@@PCJ?PL@RCx@b@nDf@bC%5EjA%5Ex@d@t@n@VVXT%5CTdAPVRTj@%5EVh@RZxAz@z@b@jAb@PRA%5CD~CFZh@vAd@zAL@TGv@CBBZ@zAN%5C@lBUf@BTFh@PlAp@rAh@h@Dd@AJLFZLXTXhAt@j@b@f@f@f@l@HDRAd@KfAs@T]@GEEEFFIEQBI@?
